time_s,x_east_m,y_north_m,z_up_m,heading_deg,u_mps
8.000,1.289,1909.699,-8.462,2.378,242.104
8.200,1.675,1958.319,-10.169,4.113,239.545
8.400,2.495,2006.850,-11.092,5.370,237.081
8.600,3.718,2055.245,-11.152,6.393,234.842
8.800,5.336,2103.484,-10.351,6.846,233.561
9.000,7.342,2151.500,-8.546,6.123,235.350
9.200,9.582,2199.389,-5.882,5.546,238.128
9.400,11.935,2247.360,-2.943,5.383,240.314
9.600,14.369,2295.476,-0.241,5.039,241.231
9.800,16.862,2343.717,2.057,4.183,241.963
10.000,19.345,2392.142,3.772,3.214,242.352
10.200,21.685,2440.774,4.574,2.033,242.683
10.400,23.914,2489.512,4.671,2.174,243.646
10.600,26.188,2538.337,4.459,3.651,244.649
10.800,28.587,2587.252,4.264,5.139,243.244
11.000,31.162,2636.163,4.387,6.186,240.589
11.200,33.997,2685.014,5.209,6.942,239.333
11.400,37.130,2733.851,6.602,6.428,241.455
11.600,40.584,2782.698,8.504,5.070,244.014
11.800,44.263,2831.582,10.777,3.943,245.492
12.000,48.002,2880.579,13.005,3.454,246.198
12.200,51.723,2929.746,14.723,3.632,246.517
12.400,55.409,2979.133,15.440,3.917,247.049
12.600,58.969,3028.722,14.905,3.422,247.501
12.800,62.385,3078.401,13.459,3.682,248.938
13.000,65.824,3128.184,11.670,5.094,249.894
13.200,69.387,3178.138,9.858,6.660,248.948
13.400,73.155,3228.268,8.249,8.194,247.284
13.600,77.297,3278.504,7.073,9.989,246.112
13.800,82.083,3328.746,6.423,11.981,245.465
14.000,87.847,3378.873,6.342,14.216,245.237
14.200,94.765,3428.816,6.723,16.735,245.269
14.400,102.894,3478.546,7.393,19.420,245.468
14.600,112.294,3528.026,8.174,22.049,245.689
14.800,123.014,3577.213,8.874,24.446,245.807
15.000,135.081,3626.066,9.296,26.556,245.796
15.200,148.490,3674.547,9.249,28.423,245.707
15.400,163.251,3722.600,8.544,30.192,245.501
15.600,179.515,3770.068,7.028,31.942,245.257
15.800,197.296,3816.876,4.723,33.732,245.021
16.000,216.586,3862.969,1.744,35.615,244.728
16.200,237.505,3908.203,-1.713,37.327,244.600
16.400,259.989,3952.569,-5.309,38.756,244.615
16.600,283.848,3996.161,-8.644,39.837,244.636
16.800,308.724,4039.193,-11.399,40.236,244.663
17.000,334.189,4081.950,-13.458,39.612,244.740
17.200,359.917,4124.683,-15.007,38.069,245.159
17.400,385.779,4167.473,-16.382,36.420,246.475
17.600,411.728,4210.296,-17.835,35.279,248.507
17.800,437.785,4253.146,-19.572,35.066,250.312
18.000,464.033,4295.993,-21.892,35.522,251.180
18.200,490.519,4338.830,-24.909,35.666,252.200
18.400,517.252,4381.706,-28.627,35.644,253.345
18.600,544.189,4424.671,-32.937,35.282,254.526
18.800,571.275,4467.736,-37.363,34.618,254.676
19.000,598.467,4510.922,-41.373,34.175,253.823
19.200,625.745,4554.238,-44.840,33.868,252.918
19.400,653.095,4597.651,-47.590,33.672,252.395
19.600,680.523,4641.089,-49.426,33.418,252.079
19.800,707.983,4684.495,-50.157,33.354,251.842
20.000,735.473,4727.875,-49.938,33.484,251.472
20.200,763.022,4771.172,-48.745,33.315,251.574
20.400,790.579,4814.338,-46.431,32.918,253.050
20.600,818.020,4857.453,-43.178,33.239,255.332
20.800,845.414,4900.639,-39.638,33.919,256.426
21.000,872.901,4943.934,-36.324,34.114,257.222
21.200,900.512,4987.348,-33.350,34.048,257.877
21.400,928.205,5030.853,-30.517,33.755,257.729
21.600,955.954,5074.415,-27.381,33.572,256.449
21.800,983.720,5117.941,-23.551,33.381,255.761
22.000,1011.451,5161.356,-18.969,33.138,255.404
22.200,1039.110,5204.625,-13.846,32.909,256.914
22.400,1066.738,5247.833,-8.553,32.737,257.670
22.600,1094.363,5291.040,-3.478,32.746,257.451
22.800,1122.004,5334.266,1.047,32.887,256.684
23.000,1149.674,5377.515,4.735,33.095,256.008
23.200,1177.369,5420.775,7.357,32.950,255.168
23.400,1205.014,5463.982,8.961,32.548,254.356
23.600,1232.587,5507.105,9.724,32.563,255.409
23.800,1260.175,5550.235,9.900,32.660,256.057
24.000,1287.789,5593.376,10.011,32.742,255.161
24.200,1315.406,5636.461,10.561,32.815,254.105
24.400,1343.007,5679.490,11.433,32.736,255.033
24.600,1370.609,5722.510,12.341,32.625,255.639
24.800,1398.224,5765.556,12.898,32.630,255.550
25.000,1425.850,5808.618,12.789,32.339,255.003
25.200,1453.450,5851.678,12.136,32.460,255.726
25.400,1481.100,5894.826,10.943,32.989,256.735
25.600,1508.836,5938.078,9.338,33.467,256.673
25.800,1536.679,5981.306,7.856,33.898,255.528
26.000,1564.616,6024.409,6.994,34.046,254.607
26.200,1592.543,6067.426,6.666,34.254,255.748
26.400,1620.497,6110.455,6.303,34.650,256.611
26.600,1648.521,6153.505,5.493,34.809,256.690
26.800,1676.602,6196.549,4.004,34.655,256.459
27.000,1704.699,6239.553,1.899,34.283,256.897
27.200,1732.810,6282.537,-0.375,34.180,256.820
27.400,1760.969,6325.544,-2.578,34.225,255.832
27.600,1789.183,6368.534,-4.376,34.194,254.562
27.800,1817.442,6411.434,-5.482,34.068,254.020
28.000,1845.729,6454.230,-6.010,33.517,255.471
